frame,landmark,x,y,z,visibility
7,2,-0.07556097,-0.50391394,0.01738727,1.0
7,3,-0.11413358,-0.991452,-0.12972932,1.0
7,4,0.10508117,-0.0855932,0.026563816,1.0
7,5,0.11984861,-0.5928018,-0.030404504,1.0
7,6,0.090640604,-1.0081241,-0.13500059,1.0
7,7,0.01563332,0.22695553,-0.046129502,1.0
7,8,0.020474743,0.5682303,-0.10752654,1.0
7,9,0.005007714,0.6084031,-0.12622726,1.0
7,10,0.012788276,0.6446694,-0.13633808,1.0
7,11,0.16555217,0.420335,-0.12436937,1.0
7,12,0.24365062,0.28512415,-0.03825663,1.0
7,13,0.27302992,0.12453826,-0.009114312,1.0
7,14,-0.116738,0.50135624,-0.116675645,1.0
7,15,-0.19244911,0.30277786,0.0011183467,1.0
7,16,-0.22589323,0.15570468,0.010000758,1.0
8,0,0.00945998,-0.098005615,-0.004258438,1.0
8,1,-0.08563079,-0.07806302,0.021225512,1.0
8,2,-0.07614979,-0.50298715,0.016987033,1.0
8,3,-0.11656745,-0.9912757,-0.12880248,1.0
8,4,0.10507298,-0.085441016,0.026403613,1.0
8,5,0.120654695,-0.59216535,-0.030932818,1.0
8,6,0.09310138,-1.0085441,-0.13435489,1.0
8,7,0.014881065,0.22634217,-0.046517238,1.0
8,8,0.019252814,0.56709,-0.1075051,1.0
8,9,0.003636565,0.60669506,-0.12623411,1.0
8,10,0.011080045,0.64248264,-0.13635434,1.0
8,11,0.16407329,0.41968945,-0.124577105,1.0
8,12,0.23949541,0.28066218,-0.03824559,1.0
8,13,0.26251677,0.11849602,-0.009512123,1.0
8,14,-0.11718578,0.5004394,-0.11675588,1.0
8,15,-0.19144197,0.29849792,0.0012816751,1.0
8,16,-0.21906015,0.1482331,0.009984903,1.0
9,0,0.009394895,-0.09787572,-0.0043299943,1.0
9,1,-0.08564034,-0.07813013,0.021067332,1.0
9,2,-0.07680431,-0.5024617,0.016729953,1.0
9,3,-0.11909756,-0.9915266,-0.1277948,1.0
9,4,0.105089694,-0.08554646,0.026305862,1.0
9,5,0.12146476,-0.5918584,-0.031344697,1.0
9,6,0.09499274,-1.0093174,-0.13364917,1.0
9,7,0.014158448,0.22569448,-0.04682721,1.0
9,8,0.018171381,0.5666293,-0.10739209,1.0
9,9,0.002541056,0.60591817,-0.12614504,1.0
9,10,0.009697294,0.64133656,-0.13627154,1.0
9,11,0.16282177,0.41939414,-0.12467142,1.0
9,12,0.2363035,0.27683264,-0.03840436,1.0
9,13,0.2534114,0.112909116,-0.010018882,1.0
9,14,-0.11780836,0.49984825,-0.11673966,1.0
9,15,-0.19067639,0.29474166,0.001269312,1.0
9,16,-0.21290244,0.14163613,0.009833122,1.0
10,0,0.009346407,-0.097659275,-0.0043879147,1.0
10,1,-0.08569179,-0.07805058,0.02098571,1.0
10,2,-0.07741057,-0.50202113,0.01642406,1.0
10,3,-0.12066465,-0.991297,-0.12667033,1.0
10,4,0.10516313,-0.08550627,0.02627999,1.0
10,5,0.12227988,-0.59150046,-0.03171605,1.0
10,6,0.09654861,-1.0096124,-0.13283318,1.0
10,7,0.01341076,0.2251101,-0.046947062,1.0
10,8,0.016810166,0.5657899,-0.1072195,1.0
10,9,0.0009481702,0.60464966,-0.1259511,1.0
10,10,0.00776737,0.63965887,-0.13608702,1.0
10,11,0.16170603,0.41911128,-0.12467258,1.0
10,12,0.23431015,0.27417678,-0.0387964,1.0
10,13,0.24609774,0.10898217,-0.011138857,1.0
10,14,-0.11862008,0.49927992,-0.116622835,1.0
10,15,-0.19025393,0.29190284,0.0010835238,1.0
10,16,-0.20826846,0.13750345,0.009116303,1.0
11,0,0.009309843,-0.09748029,-0.0044376776,1.0
11,1,-0.0857262,-0.07796055,0.020919017,1.0
11,2,-0.077965945,-0.5016334,0.01614916,1.0
11,3,-0.12188615,-0.9912071,-0.125782,1.0
11,4,0.10519552,-0.085452326,0.02627837,1.0
11,5,0.12318222,-0.5911211,-0.032041285,1.0
11,6,0.09809346,-1.0099655,-0.1322457,1.0
11,7,0.012699211,0.22469956,-0.047038686,1.0
11,8,0.015665816,0.5653249,-0.107027024,1.0
11,9,-0.00030235574,0.6039554,-0.1257475,1.0
11,10,0.006277982,0.638674,-0.13589288,1.0
11,11,0.16069537,0.4189466,-0.12464682,1.0
11,12,0.23268393,0.2720839,-0.039237194,1.0
11,13,0.2402178,0.10614578,-0.012149887,1.0
11,14,-0.119436875,0.49878895,-0.11648675,1.0
11,15,-0.18981102,0.28948942,0.0008067214,1.0
11,16,-0.20415942,0.13430893,0.008571678,1.0
12,0,0.009281981,-0.09726601,-0.004487884,1.0
12,1,-0.08576774,-0.07783432,0.020791374,1.0
12,2,-0.07841929,-0.50127083,0.015755214,1.0
12,3,-0.12258154,-0.9909007,-0.12513152,1.0
12,4,0.10520567,-0.08534622,0.026202943,1.0
12,5,0.12421908,-0.5907192,-0.03251583,1.0
12,6,0.09976473,-1.0099764,-0.13184573,1.0
12,7,0.012045593,0.22449476,-0.04714211,1.0
12,8,0.014673928,0.5650719,-0.10682306,1.0
12,9,-0.0014478993,0.60365224,-0.12556146,1.0
12,10,0.0049664266,0.63819385,-0.13569547,1.0
12,11,0.15990515,0.41892013,-0.124584645,1.0
12,12,0.23187968,0.27073026,-0.039632753,1.0
12,13,0.23573336,0.104481824,-0.013215197,1.0
12,14,-0.12017234,0.49842525,-0.116305,1.0
12,15,-0.1895378,0.28754318,0.00056273537,1.0
12,16,-0.20123725,0.13172251,0.007979067,1.0
13,0,0.009272724,-0.097065836,-0.004541847,1.0
13,1,-0.085812695,-0.07774028,0.020756222,1.0
13,2,-0.0787275,-0.5014421,0.015780553,1.0
13,3,-0.122767895,-0.9910152,-0.1240519,1.0
13,4,0.105300464,-0.08526206,0.026198111,1.0
13,5,0.12542644,-0.59078383,-0.032564554,1.0
13,6,0.10184496,-1.0101113,-0.13089287,1.0
13,7,0.011337373,0.22449276,-0.04708369,1.0
13,8,0.013366582,0.56521827,-0.10662343,1.0
13,9,-0.002935227,0.6039282,-0.12536275,1.0
13,10,0.0031691361,0.6382483,-0.13548714,1.0
13,11,0.15926075,0.419217,-0.12445449,1.0
13,12,0.23143417,0.26991653,-0.039990306,1.0
13,13,0.2320532,0.1039205,-0.013995618,1.0
13,14,-0.120999224,0.49847555,-0.11604817,1.0
13,15,-0.1893264,0.28619957,0.00027257623,1.0
13,16,-0.19827387,0.13023773,0.007482903,1.0
14,0,0.00926705,-0.09688312,-0.004568319,1.0
14,1,-0.0858226,-0.07763114,0.020707801,1.0
14,2,-0.07890953,-0.5013914,0.015664686,1.0
14,3,-0.12280968,-0.99099696,-0.123364404,1.0
14,4,0.10531356,-0.085146174,0.026182596,1.0
14,5,0.1266492,-0.5905386,-0.032838266,1.0
14,6,0.1040278,-1.0099986,-0.13025735,1.0
14,7,0.01071991,0.22451332,-0.047132142,1.0
14,8,0.012440754,0.56566715,-0.10642913,1.0
14,9,-0.003972737,0.60454303,-0.12517661,1.0
14,10,0.0020421967,0.6388069,-0.13528553,1.0
14,11,0.15861537,0.41950995,-0.12432844,1.0
14,12,0.23102574,0.26935557,-0.040252715,1.0
14,13,0.22955528,0.1036471,-0.014470835,1.0
14,14,-0.121654555,0.49845475,-0.11581129,1.0
14,15,-0.18917459,0.2849525,9.287149e-06,1.0
14,16,-0.19653589,0.12868647,0.0073346966,1.0
15,0,0.009269111,-0.09665359,-0.004636144,1.0
15,1,-0.08580765,-0.07755716,0.020579506,1.0
15,2,-0.07904202,-0.5014155,0.015393522,1.0
15,3,-0.12265584,-0.99106467,-0.1225993,1.0
15,4,0.10532577,-0.08502591,0.026096016,1.0
15,5,0.12801468,-0.5903165,-0.033098496,1.0
15,6,0.106402986,-1.0098155,-0.12946886,1.0
15,7,0.010152194,0.22463158,-0.047339126,1.0
15,8,0.011608584,0.56622887,-0.10631317,1.0
15,9,-0.004882572,0.60535777,-0.12509437,1.0
15,10,0.0010210276,0.6396022,-0.135164,1.0
15,11,0.15803763,0.41984853,-0.124290206,1.0
15,12,0.23086537,0.2691202,-0.04060685,1.0
15,13,0.22815174,0.10408467,-0.014840372,1.0
15,14,-0.122334845,0.49861735,-0.11567022,1.0
15,15,-0.18914287,0.2841105,-0.00033211848,1.0
15,16,-0.19517139,0.12789685,0.0071991277,1.0
16,0,0.009285706,-0.09657234,-0.00465192,1.0
16,1,-0.085821144,-0.077648,0.020562867,1.0
16,2,-0.079059474,-0.5016477,0.0152612245,1.0
16,3,-0.122119084,-0.9898895,-0.12138601,1.0
16,4,0.10548782,-0.08506153,0.02609627,1.0
16,5,0.12959085,-0.5902447,-0.03316176,1.0
16,6,0.10921715,-1.0077026,-0.12771446,1.0
16,7,0.009417059,0.22478409,-0.047486886,1.0
16,8,0.010343748,0.5670812,-0.10627746,1.0
16,9,-0.0063674618,0.60663927,-0.12506272,1.0
16,10,-0.0005637221,0.6409601,-0.13509236,1.0
16,11,0.15727767,0.4202503,-0.12430096,1.0
16,12,0.23074025,0.2692773,-0.04087624,1.0
16,13,0.22764727,0.10511559,-0.014803164,1.0
16,14,-0.1235403,0.4989226,-0.115595154,1.0
16,15,-0.18921895,0.28336203,-0.0005249018,1.0
16,16,-0.19446874,0.12661183,0.007251713,1.0
17,0,0.009296069,-0.09649772,-0.004691167,1.0
17,1,-0.08581142,-0.07771996,0.02047652,1.0
17,2,-0.079058245,-0.5018985,0.01489927,1.0
17,3,-0.121409126,-0.98909557,-0.12048375,1.0
17,4,0.10554314,-0.08507118,0.026055887,1.0
17,5,0.13115877,-0.59012127,-0.03337806,1.0
17,6,0.11160867,-1.0061364,-0.12641062,1.0
17,7,0.008826264,0.22507405,-0.047700062,1.0
17,8,0.009471517,0.5681231,-0.10618601,1.0
17,9,-0.0072598355,0.6078527,-0.12501894,1.0
17,10,-0.0014877319,0.64227647,-0.13498968,1.0
17,11,0.15669404,0.42069563,-0.12430225,1.0
17,12,0.23083112,0.26963115,-0.04117331,1.0
17,13,0.22801545,0.1061224,-0.014624089,1.0
17,14,-0.12445148,0.49924856,-0.11553428,1.0
17,15,-0.18931656,0.28292322,-0.0008869115,1.0
17,16,-0.19397429,0.12592784,0.0072340644,1.0
18,0,0.00931639,-0.096542306,-0.004716253,1.0
18,1,-0.08580429,-0.07787974,0.020377167,1.0
18,2,-0.07899855,-0.5023056,0.014294465,1.0
18,3,-0.11925714,-0.9872788,-0.11888585,1.0
18,4,0.10564797,-0.085157484,0.02598926,1.0
18,5,0.1328257,-0.5899774,-0.033615604,1.0
18,6,0.11429417,-1.0029087,-0.123929694,1.0
18,7,0.008317768,0.22509044,-0.04799042,1.0
18,8,0.008591126,0.5684237,-0.106364235,1.0
18,9,-0.008229977,0.60837805,-0.12522691,1.0
18,10,-0.0025741383,0.64281,-0.13514662,1.0
18,11,0.15623944,0.4208273,-0.12456493,1.0
18,12,0.23097956,0.2700348,-0.041769117,1.0
18,13,0.22914937,0.1071731,-0.014377948,1.0
18,14,-0.1253785,0.49926233,-0.115734026,1.0
18,15,-0.18959911,0.28248554,-0.0015142058,1.0
18,16,-0.19439402,0.12505142,0.007211911,1.0
19,0,0.009329666,-0.096682765,-0.004702526,1.0
19,1,-0.085826635,-0.07811036,0.020322144,1.0
19,2,-0.078932986,-0.5024066,0.013690328,1.0
19,3,-0.11699164,-0.98511827,-0.11751311,1.0
19,4,0.10572444,-0.08530891,0.025969341,1.0
19,5,0.13440737,-0.5894814,-0.03392111,1.0
19,6,0.116537444,-0.9995289,-0.12181094,1.0
19,7,0.007933722,0.22510543,-0.048233487,1.0
19,8,0.007961638,0.5683373,-0.10658217,1.0
19,9,-0.008946109,0.6082956,-0.12544447,1.0
19,10,-0.0033678506,0.6426019,-0.13533235,1.0
19,11,0.15598866,0.42093098,-0.12483184,1.0
19,12,0.23123726,0.27074638,-0.04225195,1.0
19,13,0.23086089,0.10889186,-0.014162481,1.0
19,14,-0.12613462,0.4992423,-0.11598182,1.0
19,15,-0.19007108,0.28249198,-0.0021399371,1.0
19,16,-0.19561721,0.12496094,0.0072150603,1.0
20,0,0.009340399,-0.09678332,-0.0046677366,1.0
20,1,-0.08586389,-0.07833341,0.020291377,1.0
20,2,-0.0787743,-0.50250745,0.013216918,1.0
20,3,-0.114450656,-0.98303986,-0.11643517,1.0
20,4,0.105788134,-0.08544378,0.025966264,1.0
20,5,0.13611156,-0.58898306,-0.034165557,1.0
20,6,0.119090945,-0.9962672,-0.12009418,1.0
20,7,0.007700504,0.22515157,-0.04831703,1.0
20,8,0.0076085255,0.56826425,-0.10669823,1.0
20,9,-0.009319716,0.6082437,-0.12556407,1.0
20,10,-0.003847357,0.6424542,-0.13543662,1.0
20,11,0.15579116,0.42105913,-0.12498787,1.0
20,12,0.23172814,0.2718165,-0.04263559,1.0
20,13,0.23330028,0.110940166,-0.0138379,1.0
20,14,-0.12670279,0.49923193,-0.11615257,1.0
20,15,-0.19059935,0.28275108,-0.0026152972,1.0
20,16,-0.19730987,0.12487771,0.0072680926,1.0
21,0,0.0093424525,-0.096840434,-0.004635271,1.0
21,1,-0.08589284,-0.0784092,0.020254236,1.0
21,2,-0.07847576,-0.502403,0.012857336,1.0
21,3,-0.112129666,-0.9813143,-0.11542785,1.0
21,4,0.10590954,-0.08543736,0.025936361,1.0
21,5,0.13796604,-0.588425,-0.034194205,1.0
21,6,0.12271887,-0.9937552,-0.11892573,1.0
21,7,0.0074958866,0.22524986,-0.04833395,1.0
21,8,0.007339081,0.5680363,-0.10686907,1.0
21,9,-0.009556164,0.60803694,-0.12574854,1.0
21,10,-0.0042129215,0.6421112,-0.13560566,1.0
21,11,0.15564999,0.42116922,-0.1251949,1.0
21,12,0.23253854,0.27327126,-0.04311004,1.0
21,13,0.23705801,0.11379914,-0.01331901,1.0
21,14,-0.12744287,0.49929583,-0.1163618,1.0
21,15,-0.19153142,0.28361875,-0.003116435,1.0
21,16,-0.20072919,0.12583777,0.0076156105,1.0
22,0,0.009335709,-0.0967556,-0.0046346127,1.0
22,1,-0.085766956,-0.07835368,0.020192929,1.0
22,2,-0.07798055,-0.5018765,0.012447379,1.0
22,3,-0.110765584,-0.98116815,-0.1152827,1.0
22,4,0.105889745,-0.08531939,0.025895026,1.0
22,5,0.13962182,-0.5875268,-0.03439646,1.0
22,6,0.12664595,-0.99332094,-0.11912479,1.0
22,7,0.007432335,0.2252853,-0.048277117,1.0
22,8,0.0070622414,0.568072,-0.10695554,1.0
22,9,-0.009907088,0.6079989,-0.12584633,1.0
22,10,-0.0047043245,0.6418562,-0.1356766,1.0
22,11,0.15541431,0.42124996,-0.12532715,1.0
22,12,0.2333754,0.2747149,-0.04342521,1.0
22,13,0.242174,0.11686839,-0.0125710685,1.0
22,14,-0.12782958,0.499438,-0.116466485,1.0
22,15,-0.19260576,0.28489608,-0.0035836045,1.0
22,16,-0.20649281,0.12769122,0.008296314,1.0
23,0,0.009322164,-0.09660907,-0.004616141,1.0
23,1,-0.08571209,-0.07825369,0.020194497,1.0
23,2,-0.07746156,-0.5013679,0.012195602,1.0
23,3,-0.10931891,-0.9815933,-0.115342826,1.0
23,4,0.10587332,-0.08512643,0.025871724,1.0
23,5,0.14134614,-0.5867562,-0.03448085,1.0
23,6,0.13123454,-0.99352324,-0.11976328,1.0
23,7,0.007541029,0.2253369,-0.0481115,1.0
23,8,0.0072720964,0.5681181,-0.10702165,1.0
23,9,-0.009575254,0.60802805,-0.12591279,1.0
23,10,-0.0044687074,0.6417457,-0.13573533,1.0
23,11,0.15526514,0.42144293,-0.12548015,1.0
23,12,0.23473786,0.2768501,-0.04397324,1.0
23,13,0.24892281,0.12127966,-0.012149245,1.0
23,14,-0.12792693,0.49973142,-0.116575725,1.0
23,15,-0.19388895,0.28693458,-0.0041245036,1.0
23,16,-0.21301618,0.13091339,0.008694328,1.0
24,0,0.009295331,-0.0965472,-0.0045557017,1.0
24,1,-0.085679814,-0.07824299,0.02024097,1.0
24,2,-0.07716483,-0.5009735,0.012156178,1.0
24,3,-0.10820428,-0.98170304,-0.1158322,1.0
24,4,0.10584047,-0.0850175,0.025928322,1.0
24,5,0.1429247,-0.58612376,-0.03445092,1.0
24,6,0.13484102,-0.99377346,-0.120997846,1.0
24,7,0.007701712,0.22571301,-0.047670208,1.0
24,8,0.0075166775,0.56833774,-0.10693433,1.0
24,9,-0.009198357,0.60826516,-0.12583607,1.0
24,10,-0.0041600224,0.6418915,-0.13566029,1.0
24,11,0.15525076,0.42199165,-0.12544431,1.0
24,12,0.23620468,0.27971566,-0.044450104,1.0
24,13,0.2562706,0.12711725,-0.011800982,1.0
24,14,-0.12792647,0.500258,-0.116531774,1.0
24,15,-0.19495669,0.28966224,-0.0045091924,1.0
24,16,-0.2189306,0.13545305,0.009133581,1.0
25,0,0.009255096,-0.096542336,-0.004484624,1.0
25,1,-0.085629195,-0.07826306,0.020280588,1.0
25,2,-0.07686403,-0.5005888,0.0119341025,1.0
25,3,-0.10680819,-0.98220885,-0.11669861,1.0
25,4,0.10573264,-0.08493289,0.02594769,1.0
25,5,0.14437208,-0.5855591,-0.034571335,1.0
25,6,0.13809273,-0.9944024,-0.122628525,1.0
25,7,0.008008524,0.22606947,-0.04737129,1.0
25,8,0.0081228055,0.5684195,-0.107012935,1.0
25,9,-0.008263205,0.60844505,-0.12591754,1.0
25,10,-0.003250273,0.64193076,-0.13574001,1.0
25,11,0.15537871,0.42253405,-0.12557699,1.0
25,12,0.2384943,0.28343585,-0.045386672,1.0
25,13,0.2659331,0.13544354,-0.0121124,1.0
25,14,-0.12773295,0.5008033,-0.11661646,1.0
25,15,-0.19644561,0.29346806,-0.005212203,1.0
25,16,-0.22720791,0.14328188,0.009010882,1.0
26,0,0.009205151,-0.096557975,-0.0043627154,1.0
26,1,-0.085757144,-0.078308314,0.020550145,1.0
26,2,-0.07672276,-0.5003852,0.011961215,1.0
26,3,-0.10538795,-0.9829359,-0.11765525,1.0
26,4,0.105727874,-0.084828354,0.026180275,1.0
26,5,0.14561859,-0.5852666,-0.034444835,1.0
26,6,0.14013477,-0.9957757,-0.12468746,1.0
26,7,0.008750774,0.2262928,-0.0468299,1.0
26,8,0.009458758,0.56801873,-0.10710324,1.0
26,9,-0.006662512,0.60817856,-0.12606809,1.0
26,10,-0.0017082039,0.6414448,-0.13589846,1.0
26,11,0.15599757,0.42280138,-0.12566505,1.0
26,12,0.24485359,0.28895637,-0.048234813,1.0
26,13,0.28039032,0.14503428,-0.016813643,1.0
26,14,-0.12743098,0.5011645,-0.11666635,1.0
26,15,-0.20132825,0.30008358,-0.007584881,1.0
26,16,-0.24742901,0.1587022,0.004252325,1.0
27,0,0.009151108,-0.09676105,-0.0042226333,1.0
27,1,-0.08587374,-0.07854828,0.020834088,1.0
27,2,-0.076832,-0.5002063,0.01180841,1.0
27,3,-0.10432841,-0.9834378,-0.11908781,1.0
27,4,0.105693,-0.08492686,0.026443288,1.0
27,5,0.14682777,-0.58510345,-0.034460776,1.0
27,6,0.14168388,-0.99707127,-0.1274857,1.0
27,7,0.009515404,0.22663212,-0.046227865,1.0
27,8,0.010637316,0.56810904,-0.10719529,1.0
27,9,-0.0051659923,0.60841525,-0.12619075,1.0
27,10,-0.0001746919,0.6416286,-0.13603705,1.0
27,11,0.15675549,0.42352647,-0.12574774,1.0
27,12,0.25097203,0.29448804,-0.050515436,1.0
27,13,0.2984016,0.15730406,-0.02112011,1.0
27,14,-0.12721297,0.501899,-0.116755605,1.0
27,15,-0.20621113,0.30652416,-0.00964951,1.0
27,16,-0.27023235,0.1747767,0.0019407962,1.0
28,0,0.009077414,-0.09701275,-0.0040755984,1.0
28,1,-0.08599475,-0.078897335,0.021156093,1.0
28,2,-0.07724434,-0.500038,0.011645257,1.0
28,3,-0.1039143,-0.9838184,-0.1209973,1.0
28,4,0.10554555,-0.085119635,0.026737686,1.0
28,5,0.14783959,-0.58487344,-0.03454753,1.0
28,6,0.1426929,-0.9982476,-0.13073787,1.0
28,7,0.010316186,0.22669104,-0.045642726,1.0
28,8,0.012111876,0.5682447,-0.10732557,1.0
28,9,-0.0032885857,0.6087414,-0.1262719,1.0
28,10,0.001659004,0.6418785,-0.13614175,1.0
28,11,0.15751171,0.42450935,-0.12586941,1.0
28,12,0.2565905,0.30016232,-0.052010477,1.0
28,13,0.31882852,0.17363057,-0.025826966,1.0
28,14,-0.12693289,0.5028449,-0.116895005,1.0
28,15,-0.21000466,0.3130574,-0.011068873,1.0
28,16,-0.28700787,0.19441915,-0.00054204743,1.0
29,0,0.009010993,-0.0975261,-0.0038763783,1.0
29,1,-0.08610432,-0.0794554,0.021814743,1.0
29,2,-0.077962995,-0.49975497,0.011524624,1.0
29,3,-0.10420324,-0.98487335,-0.124085814,1.0
29,4,0.10542504,-0.085473865,0.027412124,1.0
29,5,0.1489822,-0.5848253,-0.0346741,1.0
29,6,0.1431178,-1.0001888,-0.13552815,1.0
29,7,0.011214026,0.22691491,-0.044727944,1.0
29,8,0.013444964,0.56901544,-0.10724019,1.0
29,9,-0.0018176828,0.60996485,-0.12625918,1.0
29,10,0.0030266643,0.643016,-0.13623376,1.0
